body,label
"La incaltaminte sport, in special pentru sala/sintetic/zgura nu se gasesc numere 40 si 41, ma gandeam ca ajung eu prea tarziu in magazin si se vand aceste numere dar am observat mai mereu lucrul asta pentru ca am revenit de multe ori in magazin, plus ca ar trebuie o gama mai larga de modele. In rest sunt multumit de felul cum este amenjat magazinul si de diversificarea celorlalte produse, plus personaulul ok.",Negativ
Articolele sunt segmentate pe diferite tipuri de sport. Uneori ingreuneaza clientul intrucat trebuie sa descopere anumite produse.Exemplu incaltamintea putea fi organizata intr-o camera si specificat acolo pe categorii pentru ce sport se preteaza.,Pozitiv
"Bună seara, am să vă aduc la cunoștință o problemă cu care m-am confruntat săptămâna aceasta. Luni, 14.11.2016 am sunat la magazinul din Brasov să fiu ajutat în a comanda o pereche de  Forclaz 500 Înaltă Novadry Bărbaţi (Referință: 8319098) mărimea 43 care se mai aflau pe stoc doar în ”Băneasa-Stoc limitat” și ”Pallady”. O angajată a magazinului a sunat la Pallady și a zis că mai este o pereche mărimea 43 și va fi trimisă prin curier la Bv în magazin și voi fi contactat în 2-3 zile maxim să vin să-i plătesc și să-i ridic.Sunând joi seara 17.11.2016, am aflat că perechea de încălțăminte nici nu a plecat de la Pallady...nemaifiind pe stoc...Vă rog frumos să îmi spuneți cum putem rezolva această problemă în care cel care a ieșit în pierdere sunt EU...",Negativ
Pret bun recipient eficient pentru utilizare usoara si ulei bun pentru aproape orice nu numai lant,Pozitiv
"Pro: - personal amabil și informatContra:- magazinul este plin de copii, trebuie să oferi o atenție sporită pentru a nu te intersecta cu odrasla vreunui părinte care îi lasă să se maimuțărească prin tot magazinul.- la capitolul accesorii pentru biciclete rafturile nu erau aprovizionate și produsele erau neorganizate (efectul trecerii clienților români pe la raft).- lipsa unui angajat care efectiv să răspundă la întrebările clienților aflați la rafturi am resimțit mai la fiecare vizită în acest magazin.",Negativ
"Magazin care vine în  ajutorul nostru,cu echipamente pentru  toate sporturile îndrăgite  de noi.",Pozitiv
Foarte rezistent la vânt chiar daca nu pare ca la alte produse din gama decathlon,Pozitiv
"Sa nu intelegem gresit este o bicicleta normala la un pret normal, dar te astepti sa si mearga( nu stiu, macar un an doi cat este garantia) daca dupa 1 luna la 5 utilizari ajunge inpracticabila este de neacceptat, exemplu : dupa achizitie am observat (nu m-am uitat inainte, greseala mea) ca ambele roti prezinta mici onduleuri insemnand jante strambe, nu? din fabrica sau transport, habar nu am) am mers cu ea de 2 ori a 3-a oara la viteza normala 14 mi-a cazut lantul, mi-a venit sa rad ca m-am uitat la comentariile negative privind aceasta bicicleta si spuneam ca sunt exagerate, am pus lantul si dupa putin mers sa schimb viteza si mergea foarte prost mai ales ca are si un zgomot urat pe ultima viteza, a 5-a utilizare a pus capac, am mers doar pe sosea cu ea fara gropi fara nimic luate am pus frana pe fata s-a ridicat vreo 20-30 cm cu roata din spate eu am pus spicioarele jos iar bicicleta a revenit pe pamant sub propria greutate (am specificat ca sa se inteleaga greutatea) deoarece roata din spate sete stramba de zici ca a trecut trenul peste ea, ma intreb de ce mai scrie HARD MTB pe ea cand la cea mai mica groapa sau nu stiu ce pietricica se termina janta? daca ma duceam la munte cu ea veneam cu roata in spate? vreau sa stiu doar atat cum se poate remedia roata respectiva (nu mai zic si de schimbator) ca am luat-o sa o utilizez nu sa ma uit la ea, as accepta sa o dau sa scap de ea si sa mai pun bani sa imi iau una mai scumpa tot din cadrul firmei B-TWIN poate e mai buna, pe aceasta nu o recomand nimanui, multumesc.",Negativ
"Am cumparat acest produs in vara si am facut cateva ture montane de vara prin Bucegi si Apuseni. Singura problema a fost ca piciorul s-a incins foarte puternic si a transpirat insa tinand cont de perioada anului cred ca este ceva normal ca un bocanc inalt sa fie calduros. Am fost insa impresionat de calitatea materialului dupa o tura de iarna prin zapada,noroi si apa in Apuseni. Dupa aproximativ 6 - 7 ore de mers incaltamintea a ramas uscata pe interior, singurul disconfort fiind ca in varf a aparut o usoara senzatie de rece. Talpa este extraordinara si ofera aderenta foarte buna chiar si pe teren ud.",Pozitiv
Bluza este foarte moderna si vine foarte bine. Are o croiala perfecta!,Pozitiv
"Marfă puțină, din 5 produse pe care voiam să le procurăm am reușit doar unul singur să găsim.",Pozitiv
Debandada totala. În zona articolelor pentru ski rafturile aerau goale. Dezamăgitor.,Negativ
Nu pot sa dau o nota pentru calitatea si conformitatea comenzii pentru ca din data de 05.12 de cand am facut comanda inca nu am intrat in posesia ei. Ar fi bine sa va cautati alt curier.,Negativ
"Trebuie sa fiu tot timpul cu ochii in patru sa nu intre in mine cineva care testeaza un produs gen bicicleta, role, skate, etc..",Negativ
"E bine ca e aproape,  dar aici se termina avantajele.",Negativ
Marimea de 8 ani nu corespunde varstei este potrivita pt 5 ani!!! Diferenta f mare!!,Negativ
"Este un tricou lejer, aproape că nu-l simți. Se usucă foarte ușor, chiar și în condiții de iarnă. Un produs excelent! Aș fi vrut și alte culori, roșu închis ,grena,  alb...",Pozitiv
Acoperirea stocului pentru produsele care apar pe site ca fiind indisponibile din cauza stocului,Pozitiv
"Din păcate pantalonul nu este destinat antrenamentelor la sala de fitness. Materialul """"de fâș"""" a fost o dezamăgire.",Negativ
"diversificare, mai multe produse la  incaltaminte adulti si copii ,  modele mai frumoase , mai deosebite,cam toate sunt comune cu ce exista in piata Obor!",Negativ
"Am purtat aceste sandale zi de zi timp de 6 saptamani, numai pe vreme uscata. Din pacate, materialul pe interiorul talpii nu permite pielii sa respire, desi talpa a fost stearsa o data la 2 zile cu o carpa umeda. De asemena, dupa cele 6 saptamani, modelul cusut de pe una din bretele, mai exact cea care este deasupra degetelor, a cedat in lateral. Acest lucru nu afecteaza incaltamintea, insa aspectul acestora nu mai este placut. Considerand brandul si pretul, aveam mai multe asteptari.",Negativ
A trebuit sa merg 1  km la bancomat ca nu au recunoscut cardul meu casele Dvs.,Negativ
"ne este greu sa ne adaptam la organizarea produselor pe departamente dar in acelasi timp este benefic pt ca regasesti totul din aceeasi gama intr-un singur loc , lucruri la care nu te-ai gandit dar care-ti prind bine si nu stiai ca exista.",Pozitiv
"Foarte sarac... marfa putina, in special la costume de baie si unele articole din categoria Fitness (bustiere, maiouri). Nu mai exista deodorant (numai antiperspirant).",Negativ
Când sa modificat comanda !La termenul de livrare nu sa rezolvat si tot tarziu a venit ,Negativ
"O vizita la Decathlon, o adevarata placere, imposibil sa nu cumperi ceva.",Pozitiv
Nu suntem la prima cumparatura din magazinul Decathlon si pot spune ca nu am fost dezamagiti nici de aceasta data.,Pozitiv
Am comandat online o pereche de incaltamine cu un numar mai mare decat mi s-ar fi potrivit. Am fost in magazin pentru inlocuirea articolului cu unul cu un numar mai mic. In 5 minute totul s-a rezolvat.,Pozitiv
"Eu m.am simtit f bine cu masca. Vizibilitate, etanseitate,  bune !F. slab sistemul de prindere/desfacere tub. De cate ori incerci sa desfaci tubul, ai emotii ca se sparge clema de prindere....din fericire nu am """"reusit""""  ",Pozitiv
"Rămâne marea problema a copiilor care pur și simplu dau peste clienți, indiferent de culoarea/raion.",Negativ
"Gama larga de produse, totusi la sectiunea incaltaminte tenis nu am gasit un produs calitativ din piele de ex.",Pozitiv
"Mi-a luat cateva minute ca sa pot gasi pe cineva sa imi dea informatii despre un produs. Cand i-am gasit au fost iritati de cererea mea, parea ca i-a deranjat.La casa, casiera a vorbit in tot timpul platii cu o colega, de-abia daca a vorbit cu mine, a facut-o doar ca sa ma atentioneze pe un ton rastit sa introduc pin-ul cardului.",Negativ
"Faptul ca asa zisa centura comandata pe site, in magazin a ajuns un cordon galben",Negativ
Sa nu mai schimbati locul produselor.Cand esti grabit nu mai le mai poti gasi usor,Negativ
"Personalul feminin prea orgolios si cu aer de superioritate, cu raspunsuri in doi peri, iar personalul masculin cam lenes, coada la casa, soseste abia cand s-a cam eliberat coada.",Negativ
"Acest magazin este așezat strategic, este ceea ce trebuie,  unde trebuie.",Pozitiv
"ideal pentru acasa - mic, compact, solid construit si f.f. eficient pt. exercitii cardio + masa musculara.",Pozitiv
"Raportat calitate preț sunt foarte buni. Eu îi folosesc la servici și sunt foarte mulțumită de ei. Sunt foarte ok. Ușori, moi, elastici ! Recomand!",Pozitiv
Le-am luat de 1 zi şi sunt foarte mulțumit de ele,Pozitiv
Nu era nici un angajat la raionul cu biciclete timp de 15 minute .,Negativ
Selectarea angajatilor mai atentMarci premium mai bine reprezentate la raft.,Negativ
Excelent din toate punctele de vedere. Articole de calitate și variate.,Pozitiv
"Ar fi indicat să se găsească o soluție pentru locul in care se pot încerca biciclete, trotinete și altele asemenea. Deși personalul tot anunță prin microfoane unde se poate circula, nimeni nu respectă acest lucru.",Pozitiv
"Lipsa Personal atunci cand ai nevoie,preturi diferite de cele afisate,prea putine cabine de proba,",Negativ
"Recomand o mai buna aprovizionare...multe produse lipsesc. Per total am o parere foarte buna despre magazin, iar produsele sunt de calitate.",Pozitiv
Ar fii excelent daca s-ar crea o aplicatie pentru mobile sau cel putin sa se optimizeze site-ul pentru browser-ul de pe mobile. Multumesc!,Pozitiv
"Instruirea personalului sa cunoasca mai multe despre produsele oferite. Lărgirea gamei de produse, mai ales pentru copii.",Negativ
Aglomeratie si o singura casa functionala. Personalul e aproape inexistent mai ales pt.o zi de week-end.,Negativ
"Mi-ar placea dacă a-ți avea o mai mare sortimentație pe categoria spinning. La ultima vizită am căutat bluze cu mânecă lungă , cu protecție UV in culori mai naturale gen camuflaj",Pozitiv
"casiera a gresit pretul unui tricou si a adaugat in plus la factura o pereche de incaltaminte. initial a insistat ca pretul tricoului este corect ( desi am ales puma si pe bon aparea adidas) .perechea de incaltamine in plus la factura am observat-o dupa ce am primit bonul fiscal, din fericire inainte a iesi din manazin.probabil din cauza algomerarii casiera a dorit sa se aleaga cu o pereche de pantofi in plus!!!  not ok!",Negativ
"Material bun , extrem de călduroase, foarte flexibile ..calitate / pret excelentă!",Pozitiv
Este facut din material rezistent. Este un produs bun. Recomand,Pozitiv
"Mi-ar fi plăcut ca magazinul sa fie pe o suprafața mai mare, este un pic inghesuit",Pozitiv
"Ok,o mai mare disponibilitate pt o gama mai larga de produse_atletism,treninguri barbati,dispozitive practicat fitness,crosfit,benzi,etc",Pozitiv
"cam putine articole la raft, nu am gasit la unele produse decat marimi mici, articole de iarna lipsa ( ex sanii)",Pozitiv
"Am achizitionat acum aproximativ trei luni un ciclocomputer care s-a defectat. Dupa ce s-a incercat repararea lui de catre un baiat care lucreaza la reparatii/intretinere biciclete si a fost constatata defectiunea, am fost indrumat catre """"retururi"""". Am avut de ales intre a lua alt ciclocomputer sau a primi suma pe care am platit-o la achizitionare. Am optat pentru altul ( modelul initial nu mai exista la vanzare). Deoarece acesta era mai ieftin, mi-a fost restituita diferenta de bani.Super pozitiva impresia, avand in vedere ca m-am prezentat la magazin doar cu bicicleta/ciclocomputerul, fara bon fiscal sau garantie. Este adevarat, am fost gasit in baza de date datorita adresei de email.",Pozitiv
Nu am găsit o varietate mare de măsuri la îmbrăcămintea de iarnă.,Negativ
"daca ai nevoie de vreo informatie, nu ai cu cine te consulta. toti angajatii lipsesc.",Negativ
"Filip. Ne-a ajutat sa alegem o bicicleta pentru fetita mea de 3,5 ani. Multumim, Filip, ai fost de nota 20, profi, ireprosabil.",Pozitiv
Am verificat stocul produselor inainte sa merg la magazin si dupa ce am fost in magazin si desi acestea apareau in stoc pe site nu existau fizic in magazin.,Pozitiv
"a fost purtat in permanenta, pe durata a doua saptamani, atat in delta, cat si pe plaja marii. sunt odihnitori, confortabili, usor de manevrat si purtat.",Pozitiv
"Butonul pe care trebuie sa apesi dupa ce ai primit un zambet mi se pare cireasa de pe tort. La plecare cer si primesc un zambet, apas butonul si toata lumea este multumita!",Pozitiv
Din pacate anumiti angajati sunt agresivi fara motiv. De exemplu ma uitam la cateva articole si a venit un angajat sa ma intrebe ce caut. I-am spus ceea ce doresc si mi-a spus ca sunt la raionul gresit sa caut in alta parte. I-am raspuns ca am fost in zona respectiva si nu mai existau produsele respective si atunci mi-a sugetat sa plec ca asta e toata oferta. A fost o conversatie halucinanta. Nu am cerut ajjutorul si nu trebuie sa ma goneasca nimeni daca sunt la raful gresit dar eu consider ca pot cumpara produsele respective.,Pozitiv
"Magazinul este bine structurat, personalul este foarte amabil, iar preturile foarte accesibile.",Pozitiv
Pe site apar produse scoase din uz sau care se găsesc doar în magazinele din afara tarii,Negativ
imi pare foarte rau ca articolele de pescuit si ce tine de ele nu sunt promovate deloc si nici prezentarea corturilor de pescuit cica in oradea din lipsa de spatiu...... bun si clientul ce vina are ca nu aveti spatiu dc nu ati facut un magazin mai mare atunci ?eu stiu ca marfa pt. a fi vanduta se mai si promoveaza totusi....,Negativ
Placut impresionat datorita personalului.Se pot prezenta la raft produse mai diversificate (ca producator).Poate se face ceva si cu hotii din magazin. Noua ni s-a furat hanoracul baiatului in timp ce proba unele din produsele expuse.,Negativ
Nu exista articole si nada pentru pescuit intr-o varietate satisfacatoare.,Negativ
"E foarte subtire. Pe site scrie ca tine cald pana la - 10C. Insa,  dupa 1 ora la +1C  am înghețat tare,  deși am avut pe mine un hanorac fleece.  Mi s-a parut mult mai rece decat modelele slide 500 si slide 300. Dezamagit de capacitatea termica..",Negativ
Lipsa mai multor cabine de proba! Personalul preocupat cu alte activitati ce nu tineau de cele din fisa postului!,Negativ
Mai multe detalii pentru corelarea masurilor pentru haine. Mi-a fost cam dificil sa aleg masurile.,Pozitiv
"Am platit cu un card, si coletul a venit dupa in jur de o saptamana, si a stat doua zile lucratoare la curier. In a 3-a zi, cand am mers sa il iau, au spus ca a fost retras si trimis retur, """"pentru ca asa au dorit cei de la decathlon"""". Nu am fost instiintat, nici sunat de acestia, nimic. Aceasta a fost cea mai proasta experienta de online-shoping din sutele de experiente pe care le-am avut.",Negativ
"Din pacate n-a fost destul de evidentiat faptul ca platformele se vand separat, am fost indusa in eroare de aceea poze de prezentare in care era trotineta si cele 4 platforme(de unde concluzia ca vin impreuna).Din pacate n-o putem folosi si nici nu mi-e la indemana sa mai dau 19 ron pe transport pentru o platforma sau doua.",Negativ
"i-am folosit de doua ori pana acum, la fotbal pe sintetic..dupa prima utilizare s-a creat un mic disconfort, s-au latit/lasat..pe exteriorul labei piciorului. Senzatia este neplacuta, dar acceptabila.Mentiune: joc in poarta, deci miscarea este mai redusa..si uzura la care sunt expusi.",Negativ
"Sunt de o calitate extrem de proasta. Stiu ca pretul este mic, dar e singurul produs marimea 21 din Decatlon.La prima purtare a copilului am ajuns acasa cu balta in cizme care teoretic trebuiau sa fie impermeabile.Foarte foarte slaba calitate.",Negativ
A fost nevoie de 4 reprezentanti pt a gasi standul cu aqua shoes. Management defectuos al clientului etc.,Negativ
"desi este mai aproape de mine magazinul Baneasa, cred ca o sa continui sa merg la cel din Berceni, unde personalul este mai prezent si mai amabil",Negativ
,Pozitiv
Totul a decurs foarte bine..marfa buna de calitate si personal foarte amabil...,Pozitiv
"Am cautat element de -prindere bicicleta pe perete si nu am gasit. Personalul m-a indrumat catre zona in care exista insa, nu m-a insotit la raft.",Pozitiv
Dimensiunile specificate in descrierea marimilor pentru manusinu se potrivesc cu marimile acestui produs.,Negativ
"Mă așteptam să fie ok. Pe lângă faptul ca nu înțeleg utilitatea acelor gaurI ( în magazin mi s-a spus ca sunt concepute pentru a fi agățate ușor la  raft...), sunt mult mai mari decât ar trebui. Șnurul este mai jos situat astfel încât zăpadă intra cu ușurință în ele. Altfel, ușoare și călduroase. Dar nu recomand...",Negativ
"Bara bună, dar fără echipament de instalare si manual slab.",Negativ
"I-am achizitionat pt uz zilnic(mers la servici, prin oras, etc) si dupa jumatate de an s-a gaurit talpa. Ma asteptam ca o pereche de papuci pt drumetie sa reziste la asa ceva mai mult timp.Sa nu va lasati pacaliti de partea superioara(calitate destul de buna)",Negativ
"nu exista suficiente produse de drumetie. in ultimele doua dati, am intrat special pentru butelii de aragaz pentru primus (champing), nu era nimic.",Negativ
"Foarte confortabila si practica, buna aproape pentru orice vreme. Tine bine de cald chiar si iarna. Merita toti banii.",Pozitiv
As dori totusi ca magazinul sa aiba mai multe oferte pentru copii,Pozitiv
"Ar trebui să introduceți rubrică și pentru serviciile din cadrul Atelier - ServiceAm adus bicicletele în service pentru revizie-în afară de gresat lanțul restul e dezastru-schimbătorul nu mai schimbă până la capăt, praful nemișcat. Nu am încredere că s-au efectuat toate operațiunile din lista afișată.",Negativ
"Am venit  sa cumpar strict un anumit produs. Datorita amabilitatii, promtitudinii si modului cum am fost ajutata  de personalul dvs. am plecat din magazin cu mai multe produse achizitonate.",Pozitiv
Am cumparat aceasta pereche de pantofi acum 1-2 luni si la inceput au fost inconfrotabili si dupa au inceput sa scartaie talpile.La pretul acesta nu il recomand...,Negativ
"E prima experienta in care n-am fost tocmai multumit de modul in care am fost tratat ca si client.Am comandat in magazin un produs dintr-o gama pe care in Oradea nu o gasesc, de regula. Adica din gama superioara, cu pret relativ mai mare. Dar cu asta sunt deja obisnuit. Am mai scris si cu alte ocazii, gamele de varf lipsesc in totalitate din acest magazin. Asa ca, puteti verifica, multe dintre cumparaturi mi le fac, in continuare, in magazinul din Cluj. Din acest punct de vedere ma simt ca un soi de client de mana a doua...In fine, am facut comanda marti, cu conditia sa imi ajunga pana la sfarsitul saptamanii. Vineri seara urma sa plec in concediu. Amabil, vanzatorul mi-a confirmat ca e probabil ca joi sa primesc deja produsul sau in cel mai rau caz vineri. Mi s-a spus ca voi fi sunat cand anume sa ma prezint dupa marfa. Cum joi nu m-a sunat nimeni si nici vineri pana la orele 12:00, am sunat eu magazinul. Nu mi-a putut spune nimeni daca marfa a sosit sau nu. Figura ca fiind plecata din Bucuresti si atat. Am fost sfatuit sa incerc cu un alt telefon dupa orele 16:00. In jurul orelor 16:30 am trecut personal pe la magazin, presupunand ca e imposibil ca un colet sa nu ajuga cu un curierat din Bucuresti in Oradea in atata timp...Am remarcat din prima coletul meu (fiind voluminos), asezat langa caserie. Ironia e ca nu se stia al cui e, nici dupa verificarea in sistemul informatic. Nici macar inregistrarea comenzii mele n-a mai fost gasita. Pana la urma am solicitat casierei sa-mi fie vandut produsul pe cuvant de onoare (sic!) ca eu sunt cel care l-a comandat.Si eu care ma asteptam sa fiu sunat joi sau cel tarziu vineri, cum mi se promisese...Cred ca la mine a fost problema. Am asteptari...P.S. Nu am ce sa reprosez personalului cu care am intrat in contact direct. Ei au fost foarte amabili. Numai ca pareau dezorientati...",Negativ
"Folosesc bicicleta de aproape o luna in care am facut aproximativ 400km, mergand 60% numai astfalt. Dupa o luna de zile, saua mi s-a despicat pe jumate si sa rupt, roata de pe spate bate, s-a descentrat, frana de pe fata scartie, iar la ultima tura mi-a intrat efectiv schimbatorul de pe spate in spite, rupandu-se, picand totodata si lantul, aflandu-ma la 60km de casa ! De cand am iesit cu ea din magazin nu avea reglajele bine facute, iar baietii de la asistenta habar n-au sa o pregateasca de vanzare ! Sunt dezamagit de produs ...",Negativ
"Am primit un voucher in luna oct sau noiembrie, dar am aflat de el abia in martie, cand mi-am adus aminte sa -mi folosesc cardul Decathlonati putea trimite pe mail astfel de instiintari?multumesc",Pozitiv
Unele produse sunt fără preț iar la casa am stat 5-10 minute pt a găsi un preț corect,Negativ
Garanția produselor sunt reprezentate de bonul fiscal ?Nu am văzut garanția la motor electric minn kota și baterie .,Pozitiv
"Am cumpărat produsul pentru un prieten și aveam doar mărimea în cm. S-a potrivit de minbune și persoana a fost foatre multumită de aderenţa și stabilitatea încălțămintei pe suprafețe tehnice: grohotiș, rădăcini, pământ afânat, chiar si unele porțiuni de stâncă.Am același model, varianta damă și il folosesc lala curse mai lungi, de peste 30 km, tocmai din motivele enumerate: confort, siguranța dată de grip, stabilitatea.P.s. Se comportă foarte bine în condiții nefavorabile de vreme pe suprafața de pământ moale și rădăcini umede.",Pozitiv
Nu mi a plăcut deoarece ați schimbat personalul și cei noi se uita ca curcă în lemne la tn și nu înțeleg ce le spui!,Negativ
"Foarte comod. Calduros. Nu sunt sigura de impermeabilitate, dar - pana acum - sunt foarte multumita de achizitie.",Pozitiv
"Sunt foarte multumit de cizme, sunt confortabile si calduroase, nu intra apa le port zilnic si sunt multumit",Pozitiv
"Comanda nu a fost livrata la termenul stabilit, motiv pentru care am ratat cadoul de Crăciun pentru fiul meu. De asemenea, când am sesizat acest aspect operatorului la numărul de contact de pe site acesta , deși a promis ca revine cu un telefon dupa ce verifica situatia, a uitat sa revină cu apelul promis. Evident ca la interval de 5 zile de la data când era programată livrarea, am refuzat primirea produselor. Deci.....",Negativ
"Am venit decis sa cumpar anumite produse,fara sa pierd timpul si am reusit.",Pozitiv
"Fiind din Odorheiu Secuiesc, a trebuit sa fac doua drumuri pana la Tg. Mures pentru botoseii astia (400km). Prima pereche am comandat-o printr-o d-soara foarte amabila dar neinformata suficient din partea echipei tehnice. Pe site doar nr. 41 era afisat ca lipsa. La intrebarea mea referitoare la comanda, d-soara mi-a spus ca daca am mai cumparat  alte incaltari de 41 si mi-au fost ok, pot sa comand cu incredere si altele, calapodul fiind acelasi.Fals. Mi-a sosit nr. 41. Parintii mei care stau aproape de oras l-au preluat. M-am dus pana acolo, apoi la Tg. Mures, pt. ca ma strangeau si sa incerc un 42. Am constatat cu uimire ca produsul lipseste cu desavarsire.O fi o fenta de trombonit clientii.Publicati fratilor in mod cinstit ce aveti pe stoc si ce nu. Sa nu puneti lumea pe drumuri degeaba.Ca sa nu mergem la OPC pentru publicitate falsa.In rest produsele sunt ok, eu sunt fan Decathlon inca de cand in Romania nu exista. In Budapesta, daca nu exista ceva pe stocul publicat, ti se deconteaza cheltuielile de deplasare.",Negativ
"Sunt din Craiova , am cumparat unul dintre ceasuri si mi s-a rupt cureaua dupa aproximativ 6 luni de utilizare. De 3 luni incerc sa cumpar aceasta bratara sau una asemanatoare si NU O GASESC NICIODATA PE STOC! E ceva ce tine de zona crepusculara! Nici in magazin si nici pe magazinul online. Sunt 2 variante: distributie de toata jena sau calitate atat de proasta a bratarii ca toata lumea cumpara bratarile non-stop. Nu este niciodata pe stoc! E ceva incredibil! Repet: de toata jena.",Negativ
"In cazul meu, produsul face parte din costumatie, nu este neaparat destinat protectiei. Totusi, pana acum elasticul nu s-a lasat si se comporta bine,",Pozitiv
Ar fi de preferat preturi mai convenabile cumparatorilor la produsele de calitate peste medie.,Pozitiv
"in momentul in care se formeaza rand la casa sa se mai deschida inca una, doar pentru perioada aglomerata",Pozitiv
"varietatea si disponibilitatea produselor atat in magazinul din Craiova cat si cel virtual este foarte, foarte, foarte slaba",Negativ
"Reprezentantii de la Decathlon Grand Arena ar trebui sa aibe suficienta rabdare pentru a le putea furniza cardul de fidelitate - vneri 23.10.2015, am cumparat o pereche de adidasi si nu am avut ragaz nici 30 de secunde pentru a-i oferi casierei acest card desi in spatele meu la coada nu era nimeni.Personalul din Decathlon Iului Maniu si-a aratat disponibilitatea sa inregistreze punctele bonus chiar si pe baza adresei de mail - rugati-i sa-si scoleasca si colegii din Grand Arena sa fie la fel de amabili ca si ei.",Pozitiv
Imbogatire gama produse - de ex echipamente sportuve copii 12-14 ani,Pozitiv
"Cum copiii murdaresc incontinuu hainele, e excelent sa poti luat inca 2,3,4-10 perechi de rezerva. Pretul pe care il are acest produs este excelent si sunt si foarte calitativi. Dupa cateva luni uzura abia se vede si sunt foarte practici",Pozitiv
"Magazinul Decathlon este alegerea mea nr. 1 in materie de sport. Doar ca la ultima vizita in magazin am observat ca unele cabine de proba nu se puteau incuia, altele erau pline de haine probate lasate de ceilalti clienti, etc. Stiu, clientii nu poti fi controlati, trebuie respectata si intimitatea lor, dar cred ca daca ar fi o persoana dedicata sa dea mai multa atentie cabinelor de proba ar ajuta. Sa goleasca frecvent cabinele in cazul in care sunt lasate haine, sa fie reparate incuietorile mai frecvent ..",Pozitiv
"In afara de faptul ca nu am gasit sireturi sub 10 lei, restul ok.",Pozitiv
"Usor de instalat, demontat. Ofera o varietate mare de exercitii de nivele diferite.",Pozitiv
Nu se gasesc toate marimile mentionate pe site sau chiar la raft.,Negativ
Ar trebui sa fie mai consistente reducerile și sa fie mai neinghesuite hainele,Negativ
"Deseori, caut de înnebunesc mărimea mea la pantofi/ghete/etc. ca să aflu, după 15 minute de întors rafturile pe toate părțile, că nu """"este"""". Cum ar fi ca să puneți un mic sticker/bannner în dreptul raftului: Mărimi disponibile în acest moment: 41, 44, 49? Pentru această idee, ar trebui să mă răsplătiți cu o sesiune de shopping all inclusive, nu? :)",Pozitiv
Un magazin mai mare poate ar fi mai potrivit pt orasul acesta,Pozitiv
"putin prea dur, ar fi trebuit un pic mai moale la suprafata",Negativ
Un magazin cu mii variante sa pleci fericit de acolo ...tu si familia ta...,Pozitiv
"Profund dezamăgit de haosul din magazin în sensul că nu poți merge 2 metri fără să te ferești  de biciclete, role, mingi ,etc.",Negativ
"Copiii nu mai au voie sa testeze bicicletele, trotinete decât însoțiți de către părinți.  În timp ce mă uitam la o pereche de ochelari pentru înot,  cel mic al ieșit pe culoarul principal cu trotineta.  Atitudinea unui angajat nu mi-a plăcut.  M-A întrebat dacă băiatul e al meu...Și apoi mi-a recomandat sa-l țin lângă mine, dar pe un ton foarte deranjant . Eu am luat la cunoștință că nu mai e voie a se plimbe neînsoțit cu trotineta, însă cred ca o putea spune pe un ton mai plăcut.",Negativ
"Buna ziua, nu pot sa nu observ grija dumneavoastra (o companie de prestigiu, cu pretentii) vizavi de a primi un feedback din partea clientilor, insa nu a-ti gasit timpul necesar sa verificati ce s-a intamplat cu piesele pentru o bicicleta achizitionata din magazinul dvs. si care este in garantie,  pe care le astept de cateva luni, daca au fost sau nu au fost comandate? de ce nu au sosit? etc... Nu am primit un raspuns nici pana in ziua de fata, ce este de facut?",Negativ
"Sunt foarte bucuroasă că s-a deschis Decathlon și la noi în oraș. Înainte, mergeam la Brașov de câte ori aveam nevoie de articole sportive.",Pozitiv
"Este normal ca acest produs vare a fost achizitionat acum 2 luni si folosit timp de o luna , sa se destrame efectiv ? Garantie 2 ani pentru ce ?",Negativ
"Am intrebat ce aveti la promotie masura copilului meu.....raspunsul angajatilor= NIMICAm intrebat la un anumit produs de marimea celui mic ....fara sa caute sau sa se uite au raspuns """"NUMAI CE ESTE LA RAFT"""" Nu mai exista amabilitatea anagajatilor de la inceput cand sa deschis Decathlon prima oara.Da la Roman ceva pe maina ca el configureaza sistemul si-l modifica dupa bunul lui plac...a disparut atitudinea unui magazin de afara si politetea de acolo. Pe unde prinde Romanul coaja , strica tot si romanizeaza tot sistemul.M-au facut sa umblu si sa scotocesc magazinul mult timp ca sa plec cu ceva de acolo. Daca era dupa angajati plecam fara nimic ca-i cam deranjam cu intrrebarile mele. Decathlon nu mai este ce a fost.",Negativ
"sunt trecute marimile americane! poate ar fi de folos si niste dimensiuni ale tricourilor, un tabel de conversie",Pozitiv
Mi-Ar plăcea sa găsesc în magazinele Decathlon și produse de apariție noua ale marcilor renumite,Pozitiv
"Când am ajuns acasă am observat ca un produs a fost plătit de 2 ori, probabil s-a scanat din greșeală, mai multa atenție data viitoare.",Negativ
"un magazin f bun, dar din pacate in aceasta perioada nu am gasit produsele dorite.",Pozitiv
Ati avut veste flis pt copii ...acum nu mai aveți deloc....adulți aveti...pt copii numai faceți si surprinzător sunt cereri destule. ..nu înțeleg,Negativ
S-a spart in prima ora dupa ce s-au jucat copii cu ea..,Negativ
Nu erau afisate prețurile la unele produse. AM FOST IN EROARE CU PRIVIRE LA PRETUL REDUS AL UNUI PROSUS DEOARECE  NU ERAU TOATE INFORMATIILE AFISATE.,Negativ
